2023-12-29 06:16:01.624212 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:21.987629 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:21.991630 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:22.087628 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:22.091626 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:22.183629 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:22.186630 - Person: Someone, Confidence: 8%
2023-12-29 06:16:22.277626 - Person: Hieu, Confidence: 17%
2023-12-29 06:16:22.280629 - Person: Someone, Confidence: 9%
2023-12-29 06:16:22.284633 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:22.371628 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:22.375631 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:22.466626 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:22.470630 - Person: Unknown, Confidence: -28%
2023-12-29 06:16:22.473629 - Person: Unknown, Confidence: -20%
2023-12-29 06:16:22.560627 - Person: Hieu, Confidence: 9%
2023-12-29 06:16:22.564629 - Person: Someone, Confidence: 7%
2023-12-29 06:16:22.567625 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:22.656626 - Person: Someone, Confidence: 7%
2023-12-29 06:16:22.660628 - Person: Another, Confidence: 0%
2023-12-29 06:16:22.752633 - Person: Someone, Confidence: 11%
2023-12-29 06:16:22.756628 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:22.847146 - Person: Unknown, Confidence: -38%
2023-12-29 06:16:22.851145 - Person: Someone, Confidence: 7%
2023-12-29 06:16:22.854142 - Person: Another, Confidence: 3%
2023-12-29 06:16:22.945142 - Person: Someone, Confidence: 8%
2023-12-29 06:16:22.949143 - Person: Another, Confidence: 4%
2023-12-29 06:16:23.041143 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:23.045143 - Person: Someone, Confidence: 5%
2023-12-29 06:16:23.049141 - Person: Unknown, Confidence: -29%
2023-12-29 06:16:23.143144 - Person: Someone, Confidence: 3%
2023-12-29 06:16:23.147143 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:23.246145 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:23.249141 - Person: Someone, Confidence: 2%
2023-12-29 06:16:23.253143 - Person: Another, Confidence: 3%
2023-12-29 06:16:23.350646 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:23.354642 - Person: Someone, Confidence: 7%
2023-12-29 06:16:23.358642 - Person: Another, Confidence: 3%
2023-12-29 06:16:23.452647 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:23.456643 - Person: Someone, Confidence: 9%
2023-12-29 06:16:23.460642 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:23.561644 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:23.564640 - Person: Someone, Confidence: 10%
2023-12-29 06:16:23.568641 - Person: Another, Confidence: 1%
2023-12-29 06:16:23.662646 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:23.666639 - Person: Someone, Confidence: 8%
2023-12-29 06:16:23.669644 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:23.769645 - Person: Hieu, Confidence: 0%
2023-12-29 06:16:23.773645 - Person: Someone, Confidence: 1%
2023-12-29 06:16:23.777689 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:23.864646 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:23.868641 - Person: Unknown, Confidence: -23%
2023-12-29 06:16:23.871642 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:23.957640 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:23.960640 - Person: Someone, Confidence: 10%
2023-12-29 06:16:23.964640 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:24.055645 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:24.059654 - Person: Someone, Confidence: 14%
2023-12-29 06:16:24.063644 - Person: Another, Confidence: 5%
2023-12-29 06:16:24.165645 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:24.169597 - Person: Another, Confidence: 0%
2023-12-29 06:16:24.173130 - Person: Someone, Confidence: 10%
2023-12-29 06:16:24.263132 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:24.267128 - Person: Someone, Confidence: 7%
2023-12-29 06:16:24.270133 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:24.374133 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:24.378130 - Person: Another, Confidence: 3%
2023-12-29 06:16:24.382132 - Person: Someone, Confidence: 12%
2023-12-29 06:16:24.480133 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:24.484132 - Person: Someone, Confidence: 7%
2023-12-29 06:16:24.488157 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:24.578135 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:24.582158 - Person: Someone, Confidence: 5%
2023-12-29 06:16:24.585157 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:24.684131 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:24.688132 - Person: Someone, Confidence: 1%
2023-12-29 06:16:24.692138 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:24.785134 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:24.788132 - Person: Someone, Confidence: 11%
2023-12-29 06:16:24.792131 - Person: Another, Confidence: 6%
2023-12-29 06:16:24.895133 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:24.899132 - Person: Someone, Confidence: 4%
2023-12-29 06:16:24.902131 - Person: Another, Confidence: 0%
2023-12-29 06:16:24.996134 - Person: Unknown, Confidence: -25%
2023-12-29 06:16:24.999130 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:25.103132 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:25.107133 - Person: Unknown, Confidence: -14%
2023-12-29 06:16:25.202137 - Person: Someone, Confidence: 10%
2023-12-29 06:16:25.206133 - Person: Another, Confidence: 3%
2023-12-29 06:16:25.301134 - Person: Someone, Confidence: 7%
2023-12-29 06:16:25.304131 - Person: Another, Confidence: 0%
2023-12-29 06:16:25.395136 - Person: Someone, Confidence: 9%
2023-12-29 06:16:25.398133 - Person: Another, Confidence: 2%
2023-12-29 06:16:25.503137 - Person: Someone, Confidence: 6%
2023-12-29 06:16:25.507134 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:25.510130 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:25.603133 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:25.607133 - Person: Someone, Confidence: 4%
2023-12-29 06:16:25.611132 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:25.703133 - Person: Someone, Confidence: 9%
2023-12-29 06:16:25.707130 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:25.796131 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:25.800134 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:25.804137 - Person: Another, Confidence: 4%
2023-12-29 06:16:25.903134 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:25.907134 - Person: Someone, Confidence: 10%
2023-12-29 06:16:25.911134 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:25.998667 - Person: Someone, Confidence: 8%
2023-12-29 06:16:26.002670 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:26.096357 - Person: Someone, Confidence: 7%
2023-12-29 06:16:26.100352 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:26.105353 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:26.211357 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:26.215357 - Person: Someone, Confidence: 8%
2023-12-29 06:16:26.218352 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:26.314352 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:26.318354 - Person: Someone, Confidence: 7%
2023-12-29 06:16:26.322353 - Person: Another, Confidence: 4%
2023-12-29 06:16:26.409352 - Person: Someone, Confidence: 15%
2023-12-29 06:16:26.414356 - Person: Another, Confidence: 4%
2023-12-29 06:16:26.501352 - Person: Someone, Confidence: 5%
2023-12-29 06:16:26.506358 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:26.509350 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:26.597352 - Person: Someone, Confidence: 7%
2023-12-29 06:16:26.601353 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:26.604352 - Person: Hieu, Confidence: 1%
2023-12-29 06:16:26.700861 - Person: Someone, Confidence: 17%
2023-12-29 06:16:26.704863 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:26.707863 - Person: Hieu, Confidence: 6%
2023-12-29 06:16:26.798864 - Person: Someone, Confidence: 12%
2023-12-29 06:16:26.802866 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:26.906863 - Person: Hieu, Confidence: 8%
2023-12-29 06:16:26.909861 - Person: Someone, Confidence: 12%
2023-12-29 06:16:26.913864 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:27.015917 - Person: Hieu, Confidence: 8%
2023-12-29 06:16:27.018916 - Person: Someone, Confidence: 9%
2023-12-29 06:16:27.021916 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:27.117889 - Person: Hieu, Confidence: 10%
2023-12-29 06:16:27.120894 - Person: Someone, Confidence: 10%
2023-12-29 06:16:27.124896 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:27.219891 - Person: Someone, Confidence: 8%
2023-12-29 06:16:27.223896 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:27.313897 - Person: Another, Confidence: 5%
2023-12-29 06:16:27.317887 - Person: Someone, Confidence: 11%
2023-12-29 06:16:27.404891 - Person: Another, Confidence: 6%
2023-12-29 06:16:27.407888 - Person: Hieu, Confidence: 10%
2023-12-29 06:16:27.411913 - Person: Someone, Confidence: 10%
2023-12-29 06:16:27.523907 - Person: Another, Confidence: 6%
2023-12-29 06:16:27.527912 - Person: Hieu, Confidence: 15%
2023-12-29 06:16:27.530909 - Person: Someone, Confidence: 2%
2023-12-29 06:16:27.634433 - Person: Another, Confidence: 7%
2023-12-29 06:16:27.638433 - Person: Someone, Confidence: 3%
2023-12-29 06:16:27.745441 - Person: Another, Confidence: 11%
2023-12-29 06:16:27.749436 - Person: Someone, Confidence: 9%
2023-12-29 06:16:27.856432 - Person: Another, Confidence: 9%
2023-12-29 06:16:27.859433 - Person: Someone, Confidence: 2%
2023-12-29 06:16:27.970431 - Person: Another, Confidence: 5%
2023-12-29 06:16:27.974431 - Person: Someone, Confidence: 5%
2023-12-29 06:16:28.081438 - Person: Unknown, Confidence: -21%
2023-12-29 06:16:28.085431 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:28.089432 - Person: Someone, Confidence: 1%
2023-12-29 06:16:28.197434 - Person: Another, Confidence: 12%
2023-12-29 06:16:28.201434 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:28.205436 - Person: Someone, Confidence: 1%
2023-12-29 06:16:28.300435 - Person: Another, Confidence: 7%
2023-12-29 06:16:28.305432 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:28.308431 - Person: Someone, Confidence: 4%
2023-12-29 06:16:28.427441 - Person: Another, Confidence: 5%
2023-12-29 06:16:28.430434 - Person: Someone, Confidence: 1%
2023-12-29 06:16:28.533436 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:28.537440 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:28.636439 - Person: Unknown, Confidence: -22%
2023-12-29 06:16:28.640435 - Person: Hieu, Confidence: 8%
2023-12-29 06:16:28.643434 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:28.755459 - Person: Another, Confidence: 9%
2023-12-29 06:16:28.758459 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:28.763437 - Person: Someone, Confidence: 1%
2023-12-29 06:16:28.861435 - Person: Another, Confidence: 4%
2023-12-29 06:16:28.865435 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:28.868433 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:28.977434 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:28.981434 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:29.075436 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:29.079437 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:29.177433 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:29.180432 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:29.288432 - Person: Another, Confidence: 2%
2023-12-29 06:16:29.292434 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:29.296435 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:29.394435 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:29.398432 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:29.509434 - Person: Another, Confidence: 9%
2023-12-29 06:16:29.513434 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:29.516433 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:29.620434 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:29.624434 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:29.743440 - Person: Another, Confidence: 5%
2023-12-29 06:16:29.746434 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:29.852434 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:29.856433 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:29.945433 - Person: Another, Confidence: 4%
2023-12-29 06:16:29.950437 - Person: Hieu, Confidence: 9%
2023-12-29 06:16:29.953437 - Person: Someone, Confidence: 5%
2023-12-29 06:16:30.064433 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:30.069439 - Person: Another, Confidence: 5%
2023-12-29 06:16:30.073436 - Person: Someone, Confidence: 2%
2023-12-29 06:16:30.174435 - Person: Another, Confidence: 7%
2023-12-29 06:16:30.177436 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:30.280432 - Person: Another, Confidence: 7%
2023-12-29 06:16:30.284432 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:30.383434 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:30.387436 - Person: Another, Confidence: 9%
2023-12-29 06:16:30.491436 - Person: Another, Confidence: 7%
2023-12-29 06:16:30.494431 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:30.604437 - Person: Hieu, Confidence: 4%
2023-12-29 06:16:30.608435 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:30.611432 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:30.750431 - Person: Hieu, Confidence: 12%
2023-12-29 06:16:30.754435 - Person: Another, Confidence: 10%
2023-12-29 06:16:30.757433 - Person: Someone, Confidence: 4%
2023-12-29 06:16:30.849985 - Person: Hieu, Confidence: 12%
2023-12-29 06:16:30.854986 - Person: Another, Confidence: 7%
2023-12-29 06:16:30.857985 - Person: Someone, Confidence: 0%
2023-12-29 06:16:30.964012 - Person: Another, Confidence: 12%
2023-12-29 06:16:30.968011 - Person: Hieu, Confidence: 16%
2023-12-29 06:16:30.971011 - Person: Someone, Confidence: 10%
2023-12-29 06:16:31.071993 - Person: Someone, Confidence: 5%
2023-12-29 06:16:31.075985 - Person: Another, Confidence: 5%
2023-12-29 06:16:31.166986 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:31.170986 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:31.173984 - Person: Hieu, Confidence: 7%
2023-12-29 06:16:31.277011 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:31.280991 - Person: Another, Confidence: 12%
2023-12-29 06:16:31.284987 - Person: Hieu, Confidence: 9%
2023-12-29 06:16:31.383986 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:31.387986 - Person: Someone, Confidence: 4%
2023-12-29 06:16:31.391994 - Person: Hieu, Confidence: 9%
2023-12-29 06:16:31.482985 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:31.487990 - Person: Another, Confidence: 5%
2023-12-29 06:16:31.490985 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:31.587982 - Person: Someone, Confidence: 5%
2023-12-29 06:16:31.590985 - Person: Another, Confidence: 5%
2023-12-29 06:16:31.594991 - Person: Hieu, Confidence: 0%
2023-12-29 06:16:31.683011 - Person: Unknown, Confidence: -14%
2023-12-29 06:16:31.687011 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:31.776533 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:31.780533 - Person: Unknown, Confidence: -23%
2023-12-29 06:16:31.882534 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:31.885533 - Person: Another, Confidence: 4%
2023-12-29 06:16:31.981511 - Person: Another, Confidence: 1%
2023-12-29 06:16:31.985511 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:31.989533 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:32.075508 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:32.079509 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:32.176506 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:32.180508 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:32.184505 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:32.292588 - Person: Someone, Confidence: 1%
2023-12-29 06:16:32.295588 - Person: Another, Confidence: 0%
2023-12-29 06:16:32.299589 - Person: Hieu, Confidence: 0%
2023-12-29 06:16:32.405562 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:32.409563 - Person: Another, Confidence: 4%
2023-12-29 06:16:32.412559 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:32.511565 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:32.515563 - Person: Another, Confidence: 3%
2023-12-29 06:16:32.519565 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:32.617489 - Person: Unknown, Confidence: -14%
2023-12-29 06:16:32.622490 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:32.625480 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:32.722535 - Person: Someone, Confidence: 4%
2023-12-29 06:16:32.726535 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:32.730535 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:32.828565 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:32.832565 - Person: Another, Confidence: 1%
2023-12-29 06:16:32.835564 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:32.940584 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:32.944583 - Person: Another, Confidence: 7%
2023-12-29 06:16:32.947580 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:32.951583 - Person: Unknown, Confidence: -5%
2023-12-29 06:16:33.047609 - Person: Someone, Confidence: 8%
2023-12-29 06:16:33.051609 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:33.055609 - Person: Hieu, Confidence: 5%
2023-12-29 06:16:33.159590 - Person: Someone, Confidence: 9%
2023-12-29 06:16:33.164611 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:33.168590 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:33.275584 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:33.279583 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:33.282579 - Person: Unknown, Confidence: -17%
2023-12-29 06:16:33.377583 - Person: Someone, Confidence: 6%
2023-12-29 06:16:33.381583 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:33.384579 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:33.488589 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:33.493599 - Person: Another, Confidence: 0%
2023-12-29 06:16:33.496594 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:33.591595 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:33.595598 - Person: Another, Confidence: 9%
2023-12-29 06:16:33.599583 - Person: Hieu, Confidence: 9%
2023-12-29 06:16:33.704610 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:33.708609 - Person: Another, Confidence: 8%
2023-12-29 06:16:33.712609 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:33.805583 - Person: Someone, Confidence: 11%
2023-12-29 06:16:33.809582 - Person: Another, Confidence: 4%
2023-12-29 06:16:33.911609 - Person: Someone, Confidence: 15%
2023-12-29 06:16:33.915609 - Person: Another, Confidence: 6%
2023-12-29 06:16:33.918609 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:34.016585 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:34.020585 - Person: Someone, Confidence: 8%
2023-12-29 06:16:34.023580 - Person: Hieu, Confidence: 2%
2023-12-29 06:16:34.133583 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:34.140586 - Person: Someone, Confidence: 11%
2023-12-29 06:16:34.145584 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:34.295584 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:34.300598 - Person: Someone, Confidence: 7%
2023-12-29 06:16:34.408594 - Person: Another, Confidence: 13%
2023-12-29 06:16:34.412593 - Person: Someone, Confidence: 9%
2023-12-29 06:16:34.511579 - Person: Unknown, Confidence: -10%
2023-12-29 06:16:34.515580 - Person: Another, Confidence: 1%
2023-12-29 06:16:34.616142 - Person: Someone, Confidence: 2%
2023-12-29 06:16:34.620143 - Person: Another, Confidence: 8%
2023-12-29 06:16:34.735116 - Person: Someone, Confidence: 17%
2023-12-29 06:16:34.739116 - Person: Another, Confidence: 10%
2023-12-29 06:16:34.837629 - Person: Someone, Confidence: 9%
2023-12-29 06:16:34.841625 - Person: Another, Confidence: 4%
2023-12-29 06:16:34.947651 - Person: Another, Confidence: 5%
2023-12-29 06:16:34.952651 - Person: Someone, Confidence: 10%
2023-12-29 06:16:35.043632 - Person: Someone, Confidence: 11%
2023-12-29 06:16:35.047651 - Person: Another, Confidence: 2%
2023-12-29 06:16:35.138621 - Person: Someone, Confidence: 11%
2023-12-29 06:16:35.142625 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:35.241624 - Person: Someone, Confidence: 9%
2023-12-29 06:16:35.244621 - Person: Another, Confidence: 5%
2023-12-29 06:16:35.344650 - Person: Unknown, Confidence: -13%
2023-12-29 06:16:35.348651 - Person: Another, Confidence: 2%
2023-12-29 06:16:35.443630 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:35.446627 - Person: MinhK, Confidence: 2%
2023-12-29 06:16:35.450628 - Person: Unknown, Confidence: -1%
2023-12-29 06:16:35.550626 - Person: Someone, Confidence: 5%
2023-12-29 06:16:35.555629 - Person: Another, Confidence: 3%
2023-12-29 06:16:35.642615 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:35.646613 - Person: Someone, Confidence: 9%
2023-12-29 06:16:35.737614 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:35.741613 - Person: Someone, Confidence: 10%
2023-12-29 06:16:35.836640 - Person: Someone, Confidence: 10%
2023-12-29 06:16:35.840640 - Person: Unknown, Confidence: -15%
2023-12-29 06:16:35.931613 - Person: Unknown, Confidence: -22%
2023-12-29 06:16:35.935614 - Person: Someone, Confidence: 4%
2023-12-29 06:16:36.030642 - Person: Someone, Confidence: 5%
2023-12-29 06:16:36.034640 - Person: Another, Confidence: 9%
2023-12-29 06:16:36.145614 - Person: Someone, Confidence: 16%
2023-12-29 06:16:36.149614 - Person: Unknown, Confidence: -21%
2023-12-29 06:16:36.258610 - Person: Someone, Confidence: 13%
2023-12-29 06:16:36.262612 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:36.373614 - Person: Another, Confidence: 10%
2023-12-29 06:16:36.377617 - Person: Someone, Confidence: 12%
2023-12-29 06:16:36.380614 - Person: Hieu, Confidence: 12%
2023-12-29 06:16:36.469616 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:36.473615 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:36.572617 - Person: Another, Confidence: 12%
2023-12-29 06:16:36.576618 - Person: Someone, Confidence: 15%
2023-12-29 06:16:36.669620 - Person: Another, Confidence: 7%
2023-12-29 06:16:36.673619 - Person: Hieu, Confidence: 13%
2023-12-29 06:16:36.676614 - Person: Someone, Confidence: 20%
2023-12-29 06:16:36.785186 - Person: Hieu, Confidence: 13%
2023-12-29 06:16:36.789186 - Person: Unknown, Confidence: -21%
2023-12-29 06:16:36.793182 - Person: Someone, Confidence: 18%
2023-12-29 06:16:36.888565 - Person: Hieu, Confidence: 12%
2023-12-29 06:16:36.892607 - Person: Another, Confidence: 4%
2023-12-29 06:16:36.896607 - Person: Someone, Confidence: 13%
2023-12-29 06:16:37.000586 - Person: Someone, Confidence: 17%
2023-12-29 06:16:37.005585 - Person: Another, Confidence: 7%
2023-12-29 06:16:37.108077 - Person: Someone, Confidence: 15%
2023-12-29 06:16:37.113078 - Person: Another, Confidence: 12%
2023-12-29 06:16:37.219082 - Person: Hieu, Confidence: 11%
2023-12-29 06:16:37.224077 - Person: Someone, Confidence: 13%
2023-12-29 06:16:37.229075 - Person: Another, Confidence: 8%
2023-12-29 06:16:37.328075 - Person: Hieu, Confidence: 11%
2023-12-29 06:16:37.332078 - Person: Someone, Confidence: 12%
2023-12-29 06:16:37.336075 - Person: Another, Confidence: 9%
2023-12-29 06:16:37.450544 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:37.454543 - Person: Someone, Confidence: 7%
2023-12-29 06:16:37.458543 - Person: Another, Confidence: 2%
2023-12-29 06:16:37.549544 - Person: Hieu, Confidence: 8%
2023-12-29 06:16:37.554547 - Person: Someone, Confidence: 15%
2023-12-29 06:16:37.558545 - Person: Unknown, Confidence: -9%
2023-12-29 06:16:37.663545 - Person: MinhK, Confidence: 2%
2023-12-29 06:16:37.667542 - Person: Someone, Confidence: 13%
2023-12-29 06:16:37.671541 - Person: Unknown, Confidence: -4%
2023-12-29 06:16:37.777545 - Person: Unknown, Confidence: -22%
2023-12-29 06:16:37.781541 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:37.887541 - Person: Someone, Confidence: 4%
2023-12-29 06:16:37.891541 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:37.997548 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:38.001543 - Person: Unknown, Confidence: 0%
2023-12-29 06:16:38.005543 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:38.119024 - Person: Someone, Confidence: 6%
2023-12-29 06:16:38.124023 - Person: Unknown, Confidence: -8%
2023-12-29 06:16:38.219023 - Person: Unknown, Confidence: -2%
2023-12-29 06:16:38.223022 - Person: Unknown, Confidence: -11%
2023-12-29 06:16:38.351049 - Person: Someone, Confidence: 2%
2023-12-29 06:16:38.355048 - Person: Unknown, Confidence: -3%
2023-12-29 06:16:38.456553 - Person: MinhK, Confidence: 2%
2023-12-29 06:16:38.460551 - Person: Someone, Confidence: 2%
2023-12-29 06:16:38.464554 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:38.568551 - Person: MinhK, Confidence: 2%
2023-12-29 06:16:38.572552 - Person: Someone, Confidence: 2%
2023-12-29 06:16:38.576553 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:38.677400 - Person: Someone, Confidence: 0%
2023-12-29 06:16:38.681399 - Person: Unknown, Confidence: -12%
2023-12-29 06:16:38.792399 - Person: Unknown, Confidence: -19%
2023-12-29 06:16:38.796399 - Person: Someone, Confidence: 4%
2023-12-29 06:16:38.800395 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:38.904962 - Person: Someone, Confidence: 2%
2023-12-29 06:16:38.908962 - Person: Unknown, Confidence: -6%
2023-12-29 06:16:39.012934 - Person: Unknown, Confidence: -20%
2023-12-29 06:16:39.015935 - Person: Hieu, Confidence: 3%
2023-12-29 06:16:39.019934 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:39.024940 - Person: Someone, Confidence: 3%
2023-12-29 06:16:39.121933 - Person: Unknown, Confidence: -7%
2023-12-29 06:16:39.125936 - Person: Someone, Confidence: 0%
